GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000158815.11	3	18	25	25	36	0
ENSG00000158856.18	118	201	122	89	300	423
ENSG00000158863.22	3738	4478	3638	3193	5472	3328
ENSG00000275074.2	428	653	395	320	828	341
ENSG00000168453.16	1004	3863	2834	382	5636	1495
ENSG00000288677.1	0	0	0	0	0	0
ENSG00000168476.12	770	639	721	1129	1054	1428
ENSG00000168481.9	0	7	0	0	0	7
ENSG00000168484.13	0	0	0	0	0	0
ENSG00000168487.20	6842	6864	5403	4273	9234	6056
ENSG00000177725.6	12	34	13	20	79	57
ENSG00000285881.1	0	0	2	0	1	0
ENSG00000168490.14	75	480	81	48	77	30
ENSG00000208037.1	5	0	0	4	0	2
ENSG00000168495.13	2223	3467	3037	2949	2886	2710
ENSG00000254064.1	1	1	0	2	0	0
ENSG00000197181.12	0	42	57	8	0	5
ENSG00000104635.15	11322	12510	8923	10584	9550	9110
ENSG00000241026.1	0	0	0	0	0	0
ENSG00000201761.1	0	0	0	3	0	0
ENSG00000120910.15	906	1123	956	1596	2080	1158
ENSG00000251034.2	0	28	4	7	40	9
ENSG00000254272.1	3	19	7	9	21	10
ENSG00000120896.14	5574	6814	3733	4282	7244	6525
ENSG00000287467.1	5	8	0	31	22	25
ENSG00000254230.1	21	20	18	8	10	17
ENSG00000120913.23	1297	1256	1304	676	1504	1247
ENSG00000248235.6	0	0	0	0	16	0
ENSG00000241852.10	387	376	514	451	556	494
ENSG00000158941.16	3880	4194	3944	4551	5263	5026
ENSG00000253200.1	115	213	113	262	216	197
ENSG00000147439.13	885	1112	749	947	991	1284
ENSG00000261026.1	12	9	16	4	0	4
ENSG00000179388.9	122	80	134	153	100	149
ENSG00000253125.1	0	0	0	2	1	0
ENSG00000287812.1	0	0	0	0	0	0
ENSG00000134020.8	8	50	8	6	0	0
ENSG00000248738.6	0	0	0	0	0	0
ENSG00000253142.1	0	1	0	0	0	0
ENSG00000240116.3	0	0	0	1	1	0
ENSG00000245025.3	122	157	188	230	337	142
ENSG00000008853.17	1925	3198	1603	1325	2105	1807
ENSG00000120889.13	10224	9661	12403	9232	9766	8239
ENSG00000246130.1	3	25	0	1	8	5
ENSG00000253616.5	14	20	10	4	32	48
ENSG00000284948.1	9	7	1	4	1	7
ENSG00000284956.1	1	0	0	0	0	0
ENSG00000173535.15	499	589	145	103	232	195
ENSG00000173530.6	2927	4498	4513	6102	4986	2737
ENSG00000253930.1	1	0	0	0	0	0
ENSG00000104689.10	419	287	217	860	454	282
ENSG00000243265.1	4	0	0	3	2	0
ENSG00000246582.3	102	38	32	56	39	10
ENSG00000250714.3	1	0	0	19	16	0
ENSG00000147457.14	2270	2512	2377	2979	2524	2804
ENSG00000104679.12	705	931	589	1020	1115	1041
ENSG00000134013.16	35072	32994	49218	34101	38699	31531
ENSG00000253837.1	46	69	43	76	66	68
ENSG00000197217.13	7105	6867	8471	8865	7741	6425
ENSG00000253390.1	0	3	9	0	10	12
ENSG00000253483.1	0	0	0	0	0	0
ENSG00000287166.1	3	1	0	7	2	19
ENSG00000253986.1	0	0	0	0	0	0
ENSG00000147454.14	2997	3670	3944	2443	2987	2474
ENSG00000252067.1	0	0	0	0	0	0
ENSG00000253488.1	0	0	0	0	0	0
ENSG00000167034.10	666	575	234	1107	709	536
ENSG00000180053.8	0	2	0	150	32	7
ENSG00000253471.1	0	1	0	38	0	0
ENSG00000254002.2	15	26	6	14	11	9
ENSG00000271118.1	0	0	0	0	0	0
ENSG00000207027.1	0	0	0	0	0	0
ENSG00000159167.12	4438	5569	23702	1504	2481	8814
ENSG00000207201.1	0	0	0	0	0	0
ENSG00000253891.2	0	0	1	1	0	0
ENSG00000042980.13	35	17	137	13	20	33
ENSG00000253535.5	0	2	1	0	0	0
ENSG00000134028.14	14	0	0	2	0	0
ENSG00000069206.15	0	0	0	0	0	0
ENSG00000253643.6	0	0	0	0	0	0
ENSG00000272163.1	31	41	24	3	4	39
ENSG00000104722.14	178	1246	515	86	48	917
ENSG00000277586.4	321	183	31	4	2	436
ENSG00000283327.1	0	0	0	0	0	0
ENSG00000272157.1	0	0	0	0	0	0
ENSG00000253832.1	0	4	0	0	0	0
ENSG00000288055.1	0	3	1	1	2	1
ENSG00000253670.1	0	0	0	0	0	0
ENSG00000287185.1	9	11	24	11	30	10
ENSG00000147459.18	4484	3924	4359	8444	10087	6715
ENSG00000284858.1	0	0	0	0	0	0
ENSG00000274988.1	0	0	0	0	1	0
ENSG00000147437.10	96	72	168	183	166	122
ENSG00000253476.1	17	39	35	62	57	73
ENSG00000104756.16	4638	3837	3977	7480	9508	5772
ENSG00000184661.14	326	94	94	1739	497	2723
ENSG00000253100.2	0	0	0	0	0	0
ENSG00000253342.1	0	0	0	0	0	0
ENSG00000285890.1	0	0	0	0	0	0
ENSG00000254178.1	0	0	0	0	0	0
ENSG00000221818.9	0	7	14	1	0	0
ENSG00000199620.1	0	0	0	0	0	0
ENSG00000249213.1	0	0	0	0	0	0
ENSG00000221914.11	3431	5122	4184	5663	5768	4686
ENSG00000228451.4	232	302	294	128	202	113
ENSG00000104765.16	15402	19977	15113	9996	20092	8590
ENSG00000253430.1	0	24	19	15	14	11
ENSG00000251203.1	1	0	0	3	0	0
ENSG00000254362.1	7	17	2	11	11	8
ENSG00000240694.9	3914	978	524	6442	2282	1841
ENSG00000092964.18	35365	32824	23315	27760	38526	16698
ENSG00000253208.1	9	6	4	14	0	12
ENSG00000120907.18	0	1	0	0	0	0
ENSG00000240519.1	0	0	0	0	0	0
ENSG00000253813.1	0	0	0	0	0	0
ENSG00000275115.1	2	2	0	0	6	2
ENSG00000215288.5	0	0	0	0	0	0
ENSG00000221616.1	0	0	0	0	0	0
ENSG00000253899.1	31	26	23	33	36	21
ENSG00000253903.2	0	0	0	0	0	0
ENSG00000253888.2	0	0	0	0	0	0
ENSG00000015592.16	1	2	0	1	10	0
ENSG00000104228.13	1744	1765	1574	2786	2637	1577
ENSG00000120899.18	1208	2515	568	1339	958	523
ENSG00000273836.1	0	0	0	0	0	0
ENSG00000120903.13	0	0	0	0	0	0
ENSG00000120915.14	47	362	23	136	47	27
ENSG00000234770.1	0	5	0	0	0	0
ENSG00000120885.22	23462	29871	3312	23436	26388	19282
ENSG00000284280.1	0	0	0	0	0	0
ENSG00000168077.14	4628	3690	434	1934	2744	4500
ENSG00000222862.2	0	0	0	1	0	0
ENSG00000253560.1	0	0	0	0	0	0
ENSG00000279302.3	10	50	0	2	6	3
ENSG00000265075.1	0	0	0	0	0	0
ENSG00000284351.1	0	0	0	0	0	0
ENSG00000253875.2	2	18	0	0	0	3
ENSG00000147419.19	2319	2068	2187	1635	2846	1563
ENSG00000171320.15	100	7	46	843	158	748
ENSG00000202242.1	0	0	0	0	0	0
ENSG00000168078.10	227	53	92	1643	323	2100
ENSG00000253176.3	0	0	0	2	0	0
ENSG00000168079.17	15	24	28	0	63	50
ENSG00000265847.1	0	0	0	0	0	0
ENSG00000253290.1	0	0	0	0	0	0
ENSG00000253615.1	0	0	0	0	0	0
ENSG00000253397.1	0	0	0	0	0	0
ENSG00000189233.12	3	0	0	0	1	0
ENSG00000134014.17	1736	2442	1809	2228	2050	1683
ENSG00000250516.1	0	0	0	3	1	0
ENSG00000253907.1	0	0	0	0	0	0
ENSG00000253690.1	0	0	0	0	0	0
ENSG00000239198.1	3	2	2	5	6	0
ENSG00000168081.9	0	0	0	0	0	0
ENSG00000186918.14	1288	1668	1071	660	1933	946
ENSG00000214050.8	0	0	0	0	0	0
ENSG00000286804.1	0	0	0	0	0	0
ENSG00000254370.1	0	0	0	0	0	0
ENSG00000207361.1	0	0	0	0	0	0
ENSG00000253567.1	0	0	0	0	0	0
ENSG00000104290.11	23	36	12	0	1	1
ENSG00000265251.1	0	0	0	0	0	0
ENSG00000202411.1	0	0	0	0	0	0
ENSG00000012232.9	5496	8639	5256	3829	5926	5613
ENSG00000246339.6	15	20	25	14	36	8
ENSG00000104299.15	616	813	703	768	852	445
ENSG00000254034.2	0	0	0	0	0	0
ENSG00000242958.1	0	0	0	0	0	0
ENSG00000147421.18	1644	2939	2741	1960	2050	1711
ENSG00000273710.1	0	0	0	0	0	0
ENSG00000259196.1	2	4	6	4	5	10
ENSG00000200719.1	0	0	0	0	0	0
ENSG00000259366.1	197	343	347	221	252	183
ENSG00000197892.13	2802	3510	3947	3043	4312	1558
ENSG00000259607.1	1	1	6	2	13	5
ENSG00000254129.1	0	0	3	0	4	0
ENSG00000253770.1	0	0	0	0	0	0
ENSG00000120875.9	247	194	912	732	534	1450
ENSG00000285601.1	0	1	1	0	5	6
ENSG00000260253.1	0	0	0	0	0	0
ENSG00000253632.1	0	0	0	0	0	0
ENSG00000253182.1	0	0	0	3	0	0
ENSG00000280147.1	0	0	0	0	0	0
ENSG00000243844.1	0	0	0	0	0	0
ENSG00000251191.8	0	0	0	0	0	4
ENSG00000253490.5	0	0	0	0	0	0
ENSG00000248964.7	0	0	0	0	0	0
ENSG00000254086.1	0	0	0	0	0	0
ENSG00000253604.1	0	0	0	0	0	0
ENSG00000253279.6	0	0	0	0	0	0
ENSG00000264788.1	0	0	0	0	0	0
ENSG00000254013.1	1	3	0	4	1	5
ENSG00000239175.1	0	0	0	0	0	0
ENSG00000133872.14	7857	9042	10510	9101	15519	8128
ENSG00000272256.1	1	0	10	2	6	1
ENSG00000104660.19	2361	2455	3072	3512	3906	2569
ENSG00000241511.1	5	5	3	2	2	3
ENSG00000177669.4	0	0	0	0	0	0
ENSG00000271869.1	13	18	30	13	8	6
ENSG00000104671.8	608	700	670	840	1200	740
ENSG00000253708.1	0	0	0	0	0	0
ENSG00000285669.1	35	61	88	69	130	104
ENSG00000272375.1	20	29	25	23	21	21
ENSG00000248159.1	7	10	4	4	10	2
ENSG00000254316.1	0	0	0	0	0	0
ENSG00000287590.1	0	8	0	6	11	7
ENSG00000253346.1	0	0	0	0	0	0
ENSG00000254152.1	0	4	6	1	0	0
ENSG00000127589.4	133	68	63	449	239	176
ENSG00000254109.6	238	1338	245	142	284	227
ENSG00000157110.16	12337	28217	10906	8482	19358	12320
ENSG00000279041.1	324	1282	494	781	1335	1073
ENSG00000197265.9	2096	2226	1610	1715	2138	1843
ENSG00000253112.1	0	0	0	0	5	0
ENSG00000253457.3	0	0	2	1	0	0
ENSG00000254172.1	0	0	0	0	0	0
ENSG00000104687.14	6383	5949	4641	5935	8267	6489
ENSG00000104691.16	293	273	298	649	615	502
ENSG00000271081.1	1	1	0	2	0	0
ENSG00000104695.13	6535	7294	6969	7831	8562	6538
ENSG00000133863.9	50	431	11	75	9	31
ENSG00000253204.1	3	2	2	2	0	0
ENSG00000253793.1	2	1	0	0	0	0
ENSG00000172733.12	55	54	38	9	13	33
ENSG00000165392.11	1367	1769	1575	1636	1608	1442
ENSG00000253579.1	0	0	0	0	0	0
ENSG00000253961.1	0	0	0	0	0	0
ENSG00000229211.3	0	1	0	1	8	3
ENSG00000253377.2	0	0	0	0	0	0
ENSG00000254095.1	0	0	0	0	0	0
ENSG00000253275.1	0	0	0	0	0	0
ENSG00000287204.1	0	0	0	0	0	0
ENSG00000222468.1	0	0	0	0	0	0
ENSG00000157168.20	1117	610	4138	4092	4534	3229
ENSG00000286648.1	0	0	0	0	0	0
ENSG00000253974.6	0	0	0	0	0	0
ENSG00000252261.1	0	0	0	0	0	0
ENSG00000200246.1	0	0	0	0	0	0
ENSG00000254049.2	0	0	0	0	0	4
ENSG00000286131.1	0	0	0	0	0	0
ENSG00000212407.1	0	0	0	0	0	0
ENSG00000247134.7	6	81	19	5	5	2
ENSG00000254346.2	0	1	0	2	0	0
ENSG00000254090.1	0	1	0	1	0	4
ENSG00000253393.1	0	0	0	0	0	0
ENSG00000253993.1	0	0	0	0	0	0
ENSG00000252735.1	0	0	0	0	0	0
ENSG00000272338.2	35	54	25	23	73	55
ENSG00000172728.16	945	1175	896	710	1312	979
ENSG00000254061.1	0	6	8	11	9	11
ENSG00000129696.13	542	645	689	687	806	728
ENSG00000198042.11	1592	1523	1823	2908	2212	2786
ENSG00000239039.1	44	64	13	38	57	21
ENSG00000253232.1	0	0	0	0	0	0
ENSG00000252505.1	0	0	0	0	0	0
ENSG00000253995.1	0	0	0	2	0	0
ENSG00000133874.2	250	373	304	77	433	250
ENSG00000240189.3	0	1	0	1	1	1
ENSG00000133878.9	8	13	0	11	29	10
ENSG00000253642.6	0	0	0	0	0	0
ENSG00000253684.1	0	0	0	0	0	0
ENSG00000263794.2	0	0	0	0	0	1
ENSG00000253569.1	0	0	0	0	0	0
ENSG00000240738.1	3	1	0	2	3	2
ENSG00000188512.6	3	2	0	2	4	1
ENSG00000254194.5	0	0	0	0	0	0
ENSG00000254302.2	0	0	0	0	0	0
ENSG00000253108.1	0	0	0	0	0	0
ENSG00000254033.1	0	0	0	0	0	0
ENSG00000215264.4	0	1	3	4	0	0
ENSG00000254344.3	0	0	0	0	0	0
ENSG00000243181.2	44	61	30	49	108	30
ENSG00000287152.1	0	0	0	0	0	0
ENSG00000156687.11	0	0	18	0	0	0
ENSG00000279099.1	0	0	4	0	0	0
ENSG00000232024.2	482	328	394	428	538	611
ENSG00000286693.1	0	0	0	0	0	0
ENSG00000253452.6	0	0	0	0	0	0
ENSG00000253524.1	0	0	0	0	0	0
ENSG00000254309.1	0	0	0	0	0	0
ENSG00000253504.1	0	0	0	0	0	0
ENSG00000254384.1	0	0	0	0	0	0
ENSG00000253685.1	0	0	0	0	0	0
ENSG00000253610.1	0	0	0	0	0	0
ENSG00000206871.1	0	0	0	0	0	0
ENSG00000254320.1	0	0	0	0	0	0
ENSG00000253363.7	0	0	0	0	0	0
ENSG00000244708.1	1	0	0	0	0	0
ENSG00000199985.1	0	0	0	0	0	0
ENSG00000215262.8	6	3	0	14	1	0
ENSG00000274489.1	0	0	0	0	0	0
ENSG00000219491.7	0	0	0	0	0	0
ENSG00000243503.2	0	0	0	0	1	1
ENSG00000254038.1	0	0	0	9	4	1
ENSG00000253650.1	0	1	0	0	0	0
ENSG00000253123.4	0	3	0	0	0	0
ENSG00000253746.1	34	8	10	47	0	16
ENSG00000253161.5	90	103	34	198	25	116
ENSG00000253388.1	0	0	0	0	0	0
ENSG00000253414.3	0	4	0	1	4	0
ENSG00000254111.3	0	0	0	0	0	0
ENSG00000254290.1	0	13	9	0	0	11
ENSG00000254306.1	0	0	0	0	0	2
ENSG00000253344.1	0	0	0	1	0	0
ENSG00000223215.1	0	0	0	0	0	0
ENSG00000183779.7	2651	3322	2504	2375	2020	3613
ENSG00000253181.2	0	0	0	0	0	0
ENSG00000183154.1	20	9	3	27	10	8
ENSG00000147475.17	4239	5039	4855	5763	5538	5188
ENSG00000233170.4	6	3	2	24	17	8
ENSG00000147471.12	1532	2296	1757	2176	2235	2419
ENSG00000020181.18	29820	34414	22037	10575	24556	9682
ENSG00000104221.13	476	745	538	872	744	615
ENSG00000156675.16	4639	7529	2898	4389	10829	4475
ENSG00000280064.1	3	3	0	10	13	0
ENSG00000241032.3	0	0	0	3	5	0
ENSG00000169154.7	0	0	0	0	0	0
ENSG00000285880.1	0	0	0	0	0	0
ENSG00000188778.6	2	0	0	0	0	0
ENSG00000270865.1	0	0	0	0	0	0
ENSG00000187840.5	1951	4193	1931	3207	2288	1642
ENSG00000260949.1	15	96	78	122	58	24
ENSG00000286677.1	4	33	5	15	6	0
ENSG00000272128.1	2	4	10	1	4	0
ENSG00000129691.16	2091	2263	2110	2588	3002	2001
ENSG00000253437.1	0	0	0	0	0	2
ENSG00000240015.2	3	6	0	9	2	12
ENSG00000147465.12	13	13	0	2	3	21
ENSG00000253356.1	4	9	4	4	8	0
ENSG00000175324.10	1451	1513	1321	1761	2191	1693
ENSG00000253739.1	10	1	6	3	5	12
ENSG00000156735.11	2914	3518	2709	2835	3624	3116
ENSG00000248585.2	0	0	0	0	0	0
ENSG00000285632.1	0	1	4	0	4	3
ENSG00000085788.14	2455	2901	2450	2193	4303	2764
ENSG00000147535.17	1386	1927	2649	1928	2447	1990
ENSG00000147548.17	6522	9415	6517	7508	8127	7195
ENSG00000255487.1	0	4	0	9	7	10
ENSG00000254898.1	1	6	0	0	3	0
ENSG00000272092.1	17	13	13	7	30	26
ENSG00000165046.13	113	81	138	183	164	324
ENSG00000077782.22	28383	28375	29291	28145	39777	24901
ENSG00000272159.1	31	50	55	126	53	70
ENSG00000255201.1	0	0	1	0	3	2
ENSG00000239218.2	51	124	131	128	105	183
ENSG00000196166.5	0	0	0	0	1	0
ENSG00000253361.3	0	0	0	0	0	0
ENSG00000253570.1	4	6	2	7	74	2
ENSG00000254321.2	0	0	0	0	0	0
ENSG00000147526.20	14855	28830	14228	19638	18869	20316
ENSG00000207258.1	7	12	7	0	2	5
ENSG00000253586.1	14	17	17	26	14	23
ENSG00000253829.1	0	0	0	0	0	1
ENSG00000169499.15	5535	6207	5804	8108	13007	9378
ENSG00000253645.1	0	0	0	7	5	2
ENSG00000169495.5	11	113	0	25	33	31
ENSG00000169490.17	2012	1965	1750	2888	3344	2661
ENSG00000168615.13	29055	29244	20714	31233	43750	32736
ENSG00000207199.1	0	0	0	0	0	0
ENSG00000197140.15	79	67	89	176	91	98
ENSG00000243095.1	0	0	1	0	0	0
ENSG00000253160.1	0	0	0	0	0	0
ENSG00000196115.13	0	0	0	1	0	0
ENSG00000197475.11	0	0	0	0	0	0
ENSG00000254067.2	0	0	0	0	0	0
ENSG00000168619.16	0	0	0	0	0	0
ENSG00000104755.15	0	0	0	0	0	0
ENSG00000253332.1	0	0	1	0	0	0
ENSG00000253233.1	0	0	0	0	0	0
ENSG00000131203.13	0	1	10	22	4	153
ENSG00000253939.1	0	0	0	0	0	0
ENSG00000253838.1	0	0	0	0	0	0
ENSG00000254287.1	0	0	0	0	0	0
ENSG00000188676.13	0	0	0	0	6	2
ENSG00000253790.1	0	0	0	0	0	0
ENSG00000253381.1	0	0	0	0	0	0
ENSG00000253665.1	0	0	0	0	6	2
ENSG00000176907.5	1420	657	753	264	1306	222
ENSG00000254143.1	20	0	0	0	13	0
ENSG00000253802.2	0	0	0	0	0	0
ENSG00000253354.2	0	0	0	0	0	0
ENSG00000272479.1	0	0	0	0	0	0
ENSG00000165061.15	16	18	16	0	2	0
ENSG00000254383.1	0	0	0	0	0	0
ENSG00000206867.1	0	0	0	0	0	0
ENSG00000104332.12	17236	68001	132519	772	5047	27564
ENSG00000263372.1	0	5	14	0	0	5
ENSG00000239281.2	0	0	0	0	0	0
ENSG00000253509.1	3	19	24	0	0	6
ENSG00000206852.1	0	0	0	0	0	0
ENSG00000238936.1	0	0	0	0	0	0
ENSG00000253396.1	0	0	0	0	0	0
ENSG00000147533.17	2827	3201	2514	2665	4176	2195
ENSG00000253133.2	13	14	10	11	11	15
ENSG00000253943.1	0	1	1	7	12	6
ENSG00000147536.12	154	148	304	1050	472	1597
ENSG00000253174.2	0	0	0	1	3	2
ENSG00000287535.1	0	0	0	3	0	9
ENSG00000158669.11	4849	5059	4585	4873	5992	5822
ENSG00000264578.1	0	15	3	12	17	1
ENSG00000165066.13	0	0	0	0	0	0
ENSG00000029534.21	220	215	22	192	358	192
ENSG00000274705.2	0	0	0	0	0	0
ENSG00000283450.1	0	0	0	0	0	0
ENSG00000253389.2	0	0	0	0	0	0
ENSG00000207101.1	0	0	0	0	0	0
ENSG00000260588.1	7	2	0	5	2	6
ENSG00000241834.3	0	0	0	0	0	0
ENSG00000083168.11	4333	7019	4621	5204	6157	5578
ENSG00000238966.1	3	2	0	6	12	17
ENSG00000244235.2	0	0	0	0	0	0
ENSG00000253135.1	0	0	0	0	0	0
ENSG00000271938.1	0	0	0	0	0	0
ENSG00000261449.1	0	3	0	2	0	0
ENSG00000070718.12	1847	1497	1554	2278	2042	1169
ENSG00000104368.19	31513	9371	13107	53980	15598	225890
ENSG00000253408.6	14	5	5	8	5	28
ENSG00000104365.16	2823	3843	3165	3562	3542	4734
ENSG00000070501.12	585	667	636	773	643	994
ENSG00000240395.1	6	7	2	8	10	5
ENSG00000104371.5	0	0	0	0	0	0
ENSG00000078668.14	3244	3748	3181	4313	4788	5358
ENSG00000168575.10	6454	5819	3634	3794	4665	2725
ENSG00000254131.1	0	0	0	0	0	0
ENSG00000254165.1	38	76	47	40	40	34
ENSG00000176209.12	641	590	598	521	670	342
ENSG00000147432.7	0	0	0	1	2	0
ENSG00000255101.1	0	0	0	1	0	0
ENSG00000255361.1	0	0	0	0	2	0
ENSG00000147434.9	9	0	0	5	5	5
ENSG00000131931.8	423	514	463	812	544	597
ENSG00000286837.1	21	8	21	14	11	9
ENSG00000120925.16	1118	1409	1390	1207	1912	961
ENSG00000242719.3	0	0	0	0	0	0
ENSG00000284062.1	6	2	0	0	0	0
ENSG00000168172.9	7593	9524	8208	9738	12558	10192
ENSG00000202514.1	0	0	0	0	0	1
ENSG00000254673.1	0	0	0	0	0	0
ENSG00000168522.13	1820	2402	1774	1698	2389	1892
ENSG00000200731.1	0	8	3	2	1	14
ENSG00000185900.11	4092	3164	4773	4724	6296	5598
ENSG00000254198.1	0	0	0	0	0	0
ENSG00000165102.15	6038	8993	7912	5479	10096	5994
ENSG00000253611.1	0	0	0	0	0	0
ENSG00000253884.1	0	0	0	0	0	0
ENSG00000255166.1	0	0	0	0	0	0
ENSG00000253312.1	0	0	0	0	0	0
ENSG00000253186.2	0	0	0	0	0	0
ENSG00000253606.2	0	6	0	0	1	0
ENSG00000234713.3	0	0	0	0	0	0
ENSG00000253707.1	0	0	0	0	0	0
ENSG00000188877.12	0	0	0	0	0	0
ENSG00000238509.1	0	0	0	0	0	0
ENSG00000255497.1	0	0	0	0	0	0
ENSG00000254342.1	0	0	0	0	0	0
ENSG00000201329.2	0	0	0	0	0	0
ENSG00000250637.2	0	0	0	0	0	0
ENSG00000254069.2	0	0	0	0	0	0
ENSG00000253319.1	0	0	0	0	0	0
ENSG00000253418.1	0	0	0	0	0	0
ENSG00000254145.1	0	0	0	0	0	0
ENSG00000253748.2	0	0	0	0	0	0
ENSG00000253195.2	0	0	0	0	0	0
ENSG00000253845.1	0	0	0	0	0	0
ENSG00000253198.1	0	0	0	0	0	0
ENSG00000276685.1	0	0	0	0	0	0
ENSG00000253425.2	0	0	0	0	0	0
ENSG00000248498.4	6	0	37	13	7	8
ENSG00000254070.1	0	0	0	0	0	0
ENSG00000251470.1	0	0	1	1	0	0
ENSG00000228984.3	0	0	0	0	0	0
ENSG00000250857.3	0	0	0	0	0	0
ENSG00000286484.1	0	0	0	0	0	0
ENSG00000286554.1	0	0	0	0	0	0
ENSG00000253314.7	0	0	0	0	0	0
ENSG00000253828.3	0	0	0	0	0	0
ENSG00000282321.1	0	0	0	0	0	0
ENSG00000252594.1	0	0	0	0	0	0
ENSG00000254118.1	0	0	0	0	0	0
ENSG00000254156.1	0	0	0	0	0	0
ENSG00000253803.1	0	0	0	0	0	0
ENSG00000253745.1	0	0	0	0	0	0
ENSG00000253782.2	0	0	0	0	0	0
ENSG00000215179.5	0	2	0	11	8	3
ENSG00000222099.1	0	0	0	0	0	0
ENSG00000248347.3	0	2	0	0	0	0
ENSG00000285992.1	0	0	0	0	0	0
ENSG00000200986.1	0	0	0	0	0	0
ENSG00000188873.4	6	5	13	18	15	4
ENSG00000248531.3	0	0	0	0	0	0
ENSG00000254348.1	14	16	61	23	34	5
ENSG00000255366.1	24	81	188	106	97	55
ENSG00000253502.1	0	0	0	3	0	0
ENSG00000253817.1	0	0	0	0	0	0
ENSG00000215177.3	0	0	0	0	0	0
ENSG00000164808.17	1877	2391	2233	2137	3219	1909
ENSG00000253330.1	21	7	20	11	30	29
ENSG00000269924.1	16	15	6	31	8	43
ENSG00000251354.3	0	0	0	0	0	0
ENSG00000254065.1	0	0	0	3	1	0
ENSG00000207369.1	0	0	0	0	6	0
ENSG00000221869.5	6464	10417	7786	3246	5236	3010
ENSG00000253729.8	16204	25724	13395	27782	18080	30750
ENSG00000207450.1	0	0	0	2	1	4
ENSG00000287959.1	1	0	0	0	0	2
ENSG00000104738.18	1154	1023	755	4027	2357	4902
ENSG00000222522.1	0	0	0	5	0	4
ENSG00000169139.12	2632	3023	2905	3399	3973	3164
ENSG00000253843.1	0	0	0	0	0	0
ENSG00000253654.2	0	0	0	0	0	0
ENSG00000252710.1	0	0	0	0	0	0
ENSG00000277418.1	0	0	0	0	0	0
ENSG00000224594.2	59	35	5	57	42	31
ENSG00000279881.1	37	8	3	16	13	12
ENSG00000253140.2	0	0	0	0	0	0
ENSG00000253688.2	9	9	5	17	18	8
ENSG00000253608.2	6	0	0	0	0	0
ENSG00000233858.4	0	0	5	4	0	0
ENSG00000253702.1	2	0	0	0	0	0
ENSG00000253455.1	0	0	0	4	2	0
ENSG00000253892.1	0	0	0	0	0	0
ENSG00000034239.11	39	43	0	2	5	5
ENSG00000286878.1	15	2	3	4	0	5
ENSG00000233109.4	0	0	1	0	0	0
ENSG00000019549.13	3051	2197	1235	2786	3279	2891
ENSG00000287788.1	0	2	0	0	0	0
ENSG00000286701.1	0	0	0	0	0	0
ENSG00000168333.14	0	0	0	0	0	0
ENSG00000253474.2	0	0	0	0	0	0
ENSG00000199640.1	0	0	0	0	0	0
ENSG00000254268.1	0	0	0	0	0	0
ENSG00000253380.1	0	0	0	0	0	0
ENSG00000253206.1	0	0	0	0	0	0
ENSG00000253810.1	0	0	2	0	0	0
ENSG00000253484.1	0	0	0	0	0	0
ENSG00000271148.1	0	0	0	0	0	0
ENSG00000147481.17	0	0	0	0	0	11
ENSG00000253849.1	0	0	0	0	0	0
ENSG00000254392.1	0	0	0	0	0	0
ENSG00000254358.1	0	0	0	0	0	0
ENSG00000253340.1	0	0	0	0	0	0
ENSG00000201316.1	0	0	0	0	0	0
ENSG00000253664.1	0	0	0	0	0	0
ENSG00000147485.13	10	9	6	4	10	9
ENSG00000254025.1	0	0	0	0	0	0
ENSG00000254225.1	0	0	0	5	0	0
ENSG00000272076.1	8	15	26	8	30	10
ENSG00000168300.14	4262	7644	5176	2301	5737	2437
ENSG00000253475.1	4	16	15	24	15	23
ENSG00000228801.6	277	461	292	186	274	193
ENSG00000272024.1	6	14	13	8	15	10
ENSG00000253844.1	0	0	0	2	1	0
ENSG00000254136.1	0	0	0	0	0	0
ENSG00000147488.11	4	0	0	2	1	1
ENSG00000254314.1	0	0	0	0	0	9
ENSG00000253551.1	0	0	0	0	0	0
ENSG00000253924.2	0	0	0	0	0	3
ENSG00000240534.1	0	0	0	0	0	0
ENSG00000196711.9	104	1877	1740	2163	2498	104
ENSG00000023287.13	10160	20547	11446	9935	19092	7979
ENSG00000271555.1	1	1	7	12	18	2
ENSG00000288611.1	0	1	0	7	4	0
ENSG00000248911.2	0	0	0	0	0	0
ENSG00000250494.1	0	0	0	0	0	0
ENSG00000254687.1	0	0	0	0	0	0
ENSG00000082556.14	0	0	0	4	0	0
ENSG00000260484.1	0	0	0	0	0	0
ENSG00000253369.2	0	9	0	0	0	0
ENSG00000274295.1	0	0	0	0	0	0
ENSG00000237807.4	630	1452	295	34	418	350
ENSG00000254204.1	0	0	0	0	0	0
ENSG00000240919.1	6	1	0	7	11	3
ENSG00000206144.5	1	0	0	1	3	0
ENSG00000253668.1	0	0	0	0	0	0
ENSG00000047249.18	2859	3972	2610	4210	4865	2933
ENSG00000147509.14	173	325	188	271	95	357
ENSG00000272457.1	0	3	0	1	0	5
ENSG00000244159.1	0	0	0	0	0	0
ENSG00000200528.1	4	7	0	4	7	5
ENSG00000187735.14	8791	14968	10580	11188	8514	6362
ENSG00000253667.2	0	0	0	0	0	0
ENSG00000260955.2	0	3	9	11	18	12
ENSG00000120992.18	1659	1588	1781	2583	2651	2080
